,County Name
1055,"Laurel County, KY"
1056,"Lawrence County, KY"
1057,"Lee County, KY"
1058,"Leslie County, KY"
1059,"Letcher County, KY"
1060,"Lewis County, KY"
1061,"Lincoln County, KY"
1062,"Livingston County, KY"
1063,"Logan County, KY"
1064,"Lyon County, KY"
1065,"McCracken County, KY"
1066,"McCreary County, KY"
1067,"McLean County, KY"
1068,"Madison County, KY"
1069,"Magoffin County, KY"
1070,"Marion County, KY"
1071,"Marshall County, KY"
1072,"Martin County, KY"
1073,"Mason County, KY"
1074,"Meade County, KY"
1075,"Menifee County, KY"
1076,"Mercer County, KY"
1077,"Metcalfe County, KY"
1078,"Monroe County, KY"
1079,"Montgomery County, KY"
1080,"Morgan County, KY"
1081,"Muhlenberg County, KY"
1082,"Nelson County, KY"
1083,"Nicholas County, KY"
1084,"Ohio County, KY"
1085,"Oldham County, KY"
1086,"Owen County, KY"
1087,"Owsley County, KY"
1088,"Pendleton County, KY"
1089,"Perry County, KY"
1090,"Pike County, KY"
1091,"Powell County, KY"
1092,"Pulaski County, KY"
1093,"Robertson County, KY"
1094,"Rockcastle County, KY"
1095,"Rowan County, KY"
1096,"Russell County, KY"
1097,"Scott County, KY"
1098,"Shelby County, KY"
1099,"Simpson County, KY"
1100,"Spencer County, KY"
1101,"Taylor County, KY"
1102,"Todd County, KY"
1103,"Trigg County, KY"
1104,"Trimble County, KY"
1105,"Union County, KY"
1106,"Warren County, KY"
1107,"Washington County, KY"
1108,"Wayne County, KY"
1109,"Webster County, KY"
1110,"Whitley County, KY"
1111,"Wolfe County, KY"
1112,"Woodford County, KY"
1113,"Acadia Parish, LA"
1114,"Allen Parish, LA"
1115,"Ascension Parish, LA"
1116,"Assumption Parish, LA"
1117,"Avoyelles Parish, LA"
1118,"Beauregard Parish, LA"
1119,"Bienville Parish, LA"
1120,"Bossier Parish, LA"
1121,"Caddo Parish, LA"
1122,"Calcasieu Parish, LA"
1123,"Caldwell Parish, LA"
1124,"Cameron Parish, LA"
1125,"Catahoula Parish, LA"
1126,"Claiborne Parish, LA"
1127,"Concordia Parish, LA"
1128,"De Soto Parish, LA"
1129,"East Baton Rouge Parish, LA"
1130,"East Carroll Parish, LA"
1131,"East Feliciana Parish, LA"
1132,"Evangeline Parish, LA"
1133,"Franklin Parish, LA"
1134,"Grant Parish, LA"
1135,"Iberia Parish, LA"
1136,"Iberville Parish, LA"
1137,"Jackson Parish, LA"
1138,"Jefferson Parish, LA"
1139,"Jefferson Davis Parish, LA"
1140,"Lafayette Parish, LA"
1141,"Lafourche Parish, LA"
1142,"LaSalle Parish, LA"
1143,"Lincoln Parish, LA"
1144,"Livingston Parish, LA"
1145,"Madison Parish, LA"
1146,"Morehouse Parish, LA"
1147,"Natchitoches Parish, LA"
1148,"Orleans Parish, LA"
1149,"Ouachita Parish, LA"
1150,"Plaquemines Parish, LA"
1151,"Pointe Coupee Parish, LA"
1152,"Rapides Parish, LA"
1153,"Red River Parish, LA"
1154,"Richland Parish, LA"
1155,"Sabine Parish, LA"
1156,"St. Bernard Parish, LA"
1157,"St. Charles Parish, LA"
1158,"St. Helena Parish, LA"
1159,"St. James Parish, LA"
1160,"St. John the Baptist Parish, LA"
1161,"St. Landry Parish, LA"
1162,"St. Martin Parish, LA"
1163,"St. Mary Parish, LA"
1164,"St. Tammany Parish, LA"
1165,"Tangipahoa Parish, LA"
1166,"Tensas Parish, LA"
1167,"Terrebonne Parish, LA"
1168,"Union Parish, LA"
1169,"Vermilion Parish, LA"
1170,"Vernon Parish, LA"
1171,"Washington Parish, LA"
1172,"Webster Parish, LA"
1173,"West Baton Rouge Parish, LA"
1174,"West Carroll Parish, LA"
1175,"West Feliciana Parish, LA"
1176,"Winn Parish, LA"
1177,"Androscoggin County, ME"
1178,"Aroostook County, ME"
1179,"Cumberland County, ME"
1180,"Franklin County, ME"
1181,"Hancock County, ME"
1182,"Kennebec County, ME"
1183,"Knox County, ME"
1184,"Lincoln County, ME"
1185,"Oxford County, ME"
1186,"Penobscot County, ME"
1187,"Piscataquis County, ME"
1188,"Sagadahoc County, ME"
1189,"Somerset County, ME"
1190,"Waldo County, ME"
1191,"Washington County, ME"
1192,"York County, ME"
1193,"Allegany County, MD"
1194,"Anne Arundel County, MD"
1195,"Baltimore County, MD"
1196,"Calvert County, MD"
1197,"Caroline County, MD"
1198,"Carroll County, MD"
1199,"Cecil County, MD"
1200,"Charles County, MD"
1201,"Dorchester County, MD"
1202,"Frederick County, MD"
1203,"Garrett County, MD"
1204,"Harford County, MD"
1205,"Howard County, MD"
1206,"Kent County, MD"
1207,"Montgomery County, MD"
1208,"Prince George's County, MD"
1209,"Queen Anne's County, MD"
1210,"St. Mary's County, MD"
1211,"Somerset County, MD"
1212,"Talbot County, MD"
1213,"Washington County, MD"
1214,"Wicomico County, MD"
1215,"Worcester County, MD"
1216,"Baltimore City, MD"
1217,"Barnstable County, MA"
1218,"Berkshire County, MA"
1219,"Bristol County, MA"
1220,"Dukes County, MA"
1221,"Essex County, MA"
1222,"Franklin County, MA"
1223,"Hampden County, MA"
1224,"Hampshire County, MA"
1225,"Middlesex County, MA"
1226,"Town and County of Nantucket, MA"
1227,"Norfolk County, MA"
1228,"Plymouth County, MA"
1229,"Suffolk County, MA"
1230,"Worcester County, MA"
1231,"Alcona County, MI"
1232,"Alger County, MI"
1233,"Allegan County, MI"
1234,"Alpena County, MI"
1235,"Antrim County, MI"
1236,"Arenac County, MI"
1237,"Baraga County, MI"
1238,"Barry County, MI"
1239,"Bay County, MI"
1240,"Benzie County, MI"
1241,"Berrien County, MI"
1242,"Branch County, MI"
1243,"Calhoun County, MI"
1244,"Cass County, MI"
1245,"Charlevoix County, MI"
1246,"Cheboygan County, MI"
1247,"Chippewa County, MI"
1248,"Clare County, MI"
1249,"Clinton County, MI"
1250,"Crawford County, MI"
1251,"Delta County, MI"
1252,"Dickinson County, MI"
1253,"Eaton County, MI"
1254,"Emmet County, MI"
1255,"Genesee County, MI"
1256,"Gladwin County, MI"
1257,"Gogebic County, MI"
1258,"Grand Traverse County, MI"
1259,"Gratiot County, MI"
1260,"Hillsdale County, MI"
1261,"Houghton County, MI"
1262,"Huron County, MI"
1263,"Ingham County, MI"
1264,"Ionia County, MI"
1265,"Iosco County, MI"
1266,"Iron County, MI"
1267,"Isabella County, MI"
1268,"Jackson County, MI"
1269,"Kalamazoo County, MI"
1270,"Kalkaska County, MI"
1271,"Kent County, MI"
1272,"Keweenaw County, MI"
1273,"Lake County, MI"
1274,"Lapeer County, MI"
1275,"Leelanau County, MI"
1276,"Lenawee County, MI"
1277,"Livingston County, MI"
1278,"Luce County, MI"
1279,"Mackinac County, MI"
1280,"Macomb County, MI"
1281,"Manistee County, MI"
1282,"Marquette County, MI"
1283,"Mason County, MI"
1284,"Mecosta County, MI"
1285,"Menominee County, MI"
1286,"Midland County, MI"
1287,"Missaukee County, MI"
1288,"Monroe County, MI"
1289,"Montcalm County, MI"
1290,"Montmorency County, MI"
1291,"Muskegon County, MI"
1292,"Newaygo County, MI"
1293,"Oakland County, MI"
1294,"Oceana County, MI"
1295,"Ogemaw County, MI"
1296,"Ontonagon County, MI"
1297,"Osceola County, MI"
1298,"Oscoda County, MI"
1299,"Otsego County, MI"
1300,"Ottawa County, MI"
1301,"Presque Isle County, MI"
1302,"Roscommon County, MI"
1303,"Saginaw County, MI"
1304,"St. Clair County, MI"
1305,"St. Joseph County, MI"
1306,"Sanilac County, MI"
1307,"Schoolcraft County, MI"
1308,"Shiawassee County, MI"
1309,"Tuscola County, MI"
1310,"Van Buren County, MI"
1311,"Washtenaw County, MI"
1312,"Wayne County, MI"
1313,"Wexford County, MI"
1314,"Aitkin County, MN"
1315,"Anoka County, MN"
1316,"Becker County, MN"
1317,"Beltrami County, MN"
1318,"Benton County, MN"
1319,"Big Stone County, MN"
1320,"Blue Earth County, MN"
1321,"Brown County, MN"
1322,"Carlton County, MN"
1323,"Carver County, MN"
1324,"Cass County, MN"
1325,"Chippewa County, MN"
1326,"Chisago County, MN"
1327,"Clay County, MN"
1328,"Clearwater County, MN"
1329,"Cook County, MN"
1330,"Cottonwood County, MN"
1331,"Crow Wing County, MN"
1332,"Dakota County, MN"
1333,"Dodge County, MN"
1334,"Douglas County, MN"
1335,"Faribault County, MN"
1336,"Fillmore County, MN"
1337,"Freeborn County, MN"
1338,"Goodhue County, MN"
1339,"Grant County, MN"
1340,"Hennepin County, MN"
1341,"Houston County, MN"
1342,"Hubbard County, MN"
1343,"Isanti County, MN"
1344,"Itasca County, MN"
1345,"Jackson County, MN"
1346,"Kanabec County, MN"
1347,"Kandiyohi County, MN"
1348,"Kittson County, MN"
1349,"Koochiching County, MN"
1350,"Lac qui Parle County, MN"
1351,"Lake County, MN"
1352,"Lake of the Woods County, MN"
1353,"Le Sueur County, MN"
1354,"Lincoln County, MN"
1355,"Lyon County, MN"
1356,"McLeod County, MN"
1357,"Mahnomen County, MN"
1358,"Marshall County, MN"
1359,"Martin County, MN"
1360,"Meeker County, MN"
1361,"Mille Lacs County, MN"
1362,"Morrison County, MN"
1363,"Mower County, MN"
1364,"Murray County, MN"
1365,"Nicollet County, MN"
1366,"Nobles County, MN"
1367,"Norman County, MN"
1368,"Olmsted County, MN"
1369,"Otter Tail County, MN"
1370,"Pennington County, MN"
1371,"Pine County, MN"
1372,"Pipestone County, MN"
1373,"Polk County, MN"
1374,"Pope County, MN"
1375,"Ramsey County, MN"
1376,"Red Lake County, MN"
1377,"Redwood County, MN"
1378,"Renville County, MN"
1379,"Rice County, MN"
1380,"Rock County, MN"
1381,"Roseau County, MN"
1382,"St. Louis County, MN"
1383,"Scott County, MN"
1384,"Sherburne County, MN"
1385,"Sibley County, MN"
1386,"Stearns County, MN"
1387,"Steele County, MN"
1388,"Stevens County, MN"
1389,"Swift County, MN"
1390,"Todd County, MN"
1391,"Traverse County, MN"
1392,"Wabasha County, MN"
1393,"Wadena County, MN"
1394,"Waseca County, MN"
1395,"Washington County, MN"
1396,"Watonwan County, MN"
1397,"Wilkin County, MN"
1398,"Winona County, MN"
1399,"Wright County, MN"
1400,"Yellow Medicine County, MN"
1401,"Adams County, MS"
1402,"Alcorn County, MS"
1403,"Amite County, MS"
1404,"Attala County, MS"
1405,"Benton County, MS"
1406,"Bolivar County, MS"
1407,"Calhoun County, MS"
1408,"Carroll County, MS"
1409,"Chickasaw County, MS"
1410,"Choctaw County, MS"
1411,"Claiborne County, MS"
1412,"Clarke County, MS"
1413,"Clay County, MS"
1414,"Coahoma County, MS"
1415,"Copiah County, MS"
1416,"Covington County, MS"
1417,"DeSoto County, MS"
1418,"Forrest County, MS"
1419,"Franklin County, MS"
1420,"George County, MS"
1421,"Greene County, MS"
1422,"Grenada County, MS"
1423,"Hancock County, MS"
1424,"Harrison County, MS"
1425,"Hinds County, MS"
1426,"Holmes County, MS"
1427,"Humphreys County, MS"
1428,"Issaquena County, MS"
1429,"Itawamba County, MS"
1430,"Jackson County, MS"
1431,"Jasper County, MS"
1432,"Jefferson County, MS"
1433,"Jefferson Davis County, MS"
1434,"Jones County, MS"
1435,"Kemper County, MS"
1436,"Lafayette County, MS"
1437,"Lamar County, MS"
1438,"Lauderdale County, MS"
1439,"Lawrence County, MS"
1440,"Leake County, MS"
1441,"Lee County, MS"
1442,"Leflore County, MS"
1443,"Lincoln County, MS"
1444,"Lowndes County, MS"
1445,"Madison County, MS"
1446,"Marion County, MS"
1447,"Marshall County, MS"
1448,"Monroe County, MS"
1449,"Montgomery County, MS"
1450,"Neshoba County, MS"
1451,"Newton County, MS"
1452,"Noxubee County, MS"
1453,"Oktibbeha County, MS"
1454,"Panola County, MS"
1455,"Pearl River County, MS"
1456,"Perry County, MS"
1457,"Pike County, MS"
1458,"Pontotoc County, MS"
1459,"Prentiss County, MS"
1460,"Quitman County, MS"
1461,"Rankin County, MS"
1462,"Scott County, MS"
1463,"Sharkey County, MS"
1464,"Simpson County, MS"
1465,"Smith County, MS"
1466,"Stone County, MS"
1467,"Sunflower County, MS"
1468,"Tallahatchie County, MS"
1469,"Tate County, MS"
1470,"Tippah County, MS"
1471,"Tishomingo County, MS"
1472,"Tunica County, MS"
1473,"Union County, MS"
1474,"Walthall County, MS"
1475,"Warren County, MS"
1476,"Washington County, MS"
1477,"Wayne County, MS"
1478,"Webster County, MS"
1479,"Wilkinson County, MS"
1480,"Winston County, MS"
1481,"Yalobusha County, MS"
1482,"Yazoo County, MS"
1483,"Adair County, MO"
1484,"Andrew County, MO"
1485,"Atchison County, MO"
1486,"Audrain County, MO"
1487,"Barry County, MO"
1488,"Barton County, MO"
1489,"Bates County, MO"
1490,"Benton County, MO"
1491,"Bollinger County, MO"
1492,"Boone County, MO"
1493,"Buchanan County, MO"
1494,"Butler County, MO"
1495,"Caldwell County, MO"
1496,"Callaway County, MO"
1497,"Camden County, MO"
1498,"Cape Girardeau County, MO"
1499,"Carroll County, MO"
1500,"Carter County, MO"
1501,"Cass County, MO"
1502,"Cedar County, MO"
1503,"Chariton County, MO"
1504,"Christian County, MO"
1505,"Clark County, MO"
1506,"Clay County, MO"
1507,"Clinton County, MO"
1508,"Cole County, MO"
1509,"Cooper County, MO"
1510,"Crawford County, MO"
1511,"Dade County, MO"
1512,"Dallas County, MO"
1513,"Daviess County, MO"
1514,"DeKalb County, MO"
1515,"Dent County, MO"
1516,"Douglas County, MO"
1517,"Dunklin County, MO"
1518,"Franklin County, MO"
1519,"Gasconade County, MO"
1520,"Gentry County, MO"
1521,"Greene County, MO"
1522,"Grundy County, MO"
1523,"Harrison County, MO"
1524,"Henry County, MO"
1525,"Hickory County, MO"
1526,"Holt County, MO"
1527,"Howard County, MO"
1528,"Howell County, MO"
1529,"Iron County, MO"
1530,"Jackson County, MO"
1531,"Jasper County, MO"
1532,"Jefferson County, MO"
1533,"Johnson County, MO"
1534,"Knox County, MO"
1535,"Laclede County, MO"
1536,"Lafayette County, MO"
1537,"Lawrence County, MO"
1538,"Lewis County, MO"
1539,"Lincoln County, MO"
1540,"Linn County, MO"
1541,"Livingston County, MO"
1542,"McDonald County, MO"
1543,"Macon County, MO"
1544,"Madison County, MO"
1545,"Maries County, MO"
1546,"Marion County, MO"
1547,"Mercer County, MO"
1548,"Miller County, MO"
1549,"Mississippi County, MO"
1550,"Moniteau County, MO"
1551,"Monroe County, MO"
1552,"Montgomery County, MO"
1553,"Morgan County, MO"
1554,"New Madrid County, MO"
1555,"Newton County, MO"
1556,"Nodaway County, MO"
1557,"Oregon County, MO"
1558,"Osage County, MO"
1559,"Ozark County, MO"
1560,"Pemiscot County, MO"
1561,"Perry County, MO"
1562,"Pettis County, MO"
1563,"Phelps County, MO"
1564,"Pike County, MO"
1565,"Platte County, MO"
1566,"Polk County, MO"
1567,"Pulaski County, MO"
1568,"Putnam County, MO"
1569,"Ralls County, MO"
1570,"Randolph County, MO"
1571,"Ray County, MO"
1572,"Reynolds County, MO"
1573,"Ripley County, MO"
1574,"St. Charles County, MO"
1575,"St. Clair County, MO"
1576,"Ste. Genevieve County, MO"
1577,"St. Francois County, MO"
1578,"St. Louis County, MO"
1579,"Saline County, MO"
1580,"Schuyler County, MO"
1581,"Scotland County, MO"
1582,"Scott County, MO"
1583,"Shannon County, MO"
1584,"Shelby County, MO"
1585,"Stoddard County, MO"
1586,"Stone County, MO"
1587,"Sullivan County, MO"
1588,"Taney County, MO"
1589,"Texas County, MO"
1590,"Vernon County, MO"
1591,"Warren County, MO"
1592,"Washington County, MO"
1593,"Wayne County, MO"
1594,"Webster County, MO"
1595,"Worth County, MO"
1596,"Wright County, MO"
1597,"City of St. Louis, MO"
1598,"Beaverhead County, MT"
1599,"Big Horn County, MT"
1600,"Blaine County, MT"
1601,"Broadwater County, MT"
1602,"Carbon County, MT"
1603,"Carter County, MT"
1604,"Cascade County, MT"
1605,"Chouteau County, MT"
1606,"Custer County, MT"
1607,"Daniels County, MT"
1608,"Dawson County, MT"
1609,"Deer Lodge County, MT"
1610,"Fallon County, MT"
1611,"Fergus County, MT"
1612,"Flathead County, MT"
1613,"Gallatin County, MT"
1614,"Garfield County, MT"
1615,"Glacier County, MT"
1616,"Golden Valley County, MT"
1617,"Granite County, MT"
1618,"Hill County, MT"
1619,"Jefferson County, MT"
1620,"Judith Basin County, MT"
1621,"Lake County, MT"
1622,"Lewis and Clark County, MT"
1623,"Liberty County, MT"
1624,"Lincoln County, MT"
1625,"McCone County, MT"
1626,"Madison County, MT"
1627,"Meagher County, MT"
1628,"Mineral County, MT"
1629,"Missoula County, MT"
1630,"Musselshell County, MT"
1631,"Park County, MT"
1632,"Petroleum County, MT"
1633,"Phillips County, MT"
1634,"Pondera County, MT"
1635,"Powder River County, MT"
1636,"Powell County, MT"
1637,"Prairie County, MT"
1638,"Ravalli County, MT"
1639,"Richland County, MT"
1640,"Roosevelt County, MT"
1641,"Rosebud County, MT"
1642,"Sanders County, MT"
1643,"Sheridan County, MT"
1644,"Silver Bow County, MT"
1645,"Stillwater County, MT"
1646,"Sweet Grass County, MT"
1647,"Teton County, MT"
1648,"Toole County, MT"
1649,"Treasure County, MT"
1650,"Valley County, MT"
1651,"Wheatland County, MT"
1652,"Wibaux County, MT"
1653,"Yellowstone County, MT"
1654,"Adams County, NE"
1655,"Antelope County, NE"
1656,"Arthur County, NE"
1657,"Banner County, NE"
1658,"Blaine County, NE"
1659,"Boone County, NE"
1660,"Box Butte County, NE"
1661,"Boyd County, NE"
1662,"Brown County, NE"
1663,"Buffalo County, NE"
1664,"Burt County, NE"
1665,"Butler County, NE"
1666,"Cass County, NE"
1667,"Cedar County, NE"
1668,"Chase County, NE"
1669,"Cherry County, NE"
1670,"Cheyenne County, NE"
1671,"Clay County, NE"
1672,"Colfax County, NE"
1673,"Cuming County, NE"
1674,"Custer County, NE"
1675,"Dakota County, NE"
1676,"Dawes County, NE"
1677,"Dawson County, NE"
1678,"Deuel County, NE"
1679,"Dixon County, NE"
1680,"Dodge County, NE"
1681,"Douglas County, NE"
1682,"Dundy County, NE"
1683,"Fillmore County, NE"
1684,"Franklin County, NE"
1685,"Frontier County, NE"
1686,"Furnas County, NE"
1687,"Gage County, NE"
1688,"Garden County, NE"
1689,"Garfield County, NE"
1690,"Gosper County, NE"
1691,"Grant County, NE"
1692,"Greeley County, NE"
1693,"Hall County, NE"
1694,"Hamilton County, NE"
1695,"Harlan County, NE"
1696,"Hayes County, NE"
1697,"Hitchcock County, NE"
1698,"Holt County, NE"
1699,"Hooker County, NE"
1700,"Howard County, NE"
1701,"Jefferson County, NE"
1702,"Johnson County, NE"
1703,"Kearney County, NE"
1704,"Keith County, NE"
1705,"Keya Paha County, NE"
1706,"Kimball County, NE"
1707,"Knox County, NE"
1708,"Lancaster County, NE"
1709,"Lincoln County, NE"
1710,"Logan County, NE"
1711,"Loup County, NE"
1712,"McPherson County, NE"
1713,"Madison County, NE"
1714,"Merrick County, NE"
1715,"Morrill County, NE"
1716,"Nance County, NE"
1717,"Nemaha County, NE"
1718,"Nuckolls County, NE"
1719,"Otoe County, NE"
1720,"Pawnee County, NE"
1721,"Perkins County, NE"
1722,"Phelps County, NE"
1723,"Pierce County, NE"
1724,"Platte County, NE"
1725,"Polk County, NE"
1726,"Red Willow County, NE"
1727,"Richardson County, NE"
1728,"Rock County, NE"
1729,"Saline County, NE"
1730,"Sarpy County, NE"
1731,"Saunders County, NE"
1732,"Scotts Bluff County, NE"
1733,"Seward County, NE"
1734,"Sheridan County, NE"
1735,"Sherman County, NE"
1736,"Sioux County, NE"
1737,"Stanton County, NE"
1738,"Thayer County, NE"
1739,"Thomas County, NE"
1740,"Thurston County, NE"
1741,"Valley County, NE"
1742,"Washington County, NE"
1743,"Wayne County, NE"
1744,"Webster County, NE"
1745,"Wheeler County, NE"
1746,"York County, NE"
1747,"Churchill County, NV"
1748,"Clark County, NV"
1749,"Douglas County, NV"
1750,"Elko County, NV"
1751,"Esmeralda County, NV"
1752,"Eureka County, NV"
1753,"Humboldt County, NV"
1754,"Lander County, NV"
1755,"Lincoln County, NV"
1756,"Lyon County, NV"
1757,"Mineral County, NV"
1758,"Nye County, NV"
1759,"Pershing County, NV"
1760,"Storey County, NV"
1761,"Washoe County, NV"
1762,"White Pine County, NV"
1763,"Consolidated Municipality of Carson City, NV"
1764,"Belknap County, NH"
1765,"Carroll County, NH"
1766,"Cheshire County, NH"
1767,"Coos County, NH"
1768,"Grafton County, NH"
1769,"Hillsborough County, NH"
1770,"Merrimack County, NH"
1771,"Rockingham County, NH"
1772,"Strafford County, NH"
1773,"Sullivan County, NH"
1774,"Atlantic County, NJ"
1775,"Bergen County, NJ"
1776,"Burlington County, NJ"
1777,"Camden County, NJ"
1778,"Cape May County, NJ"
1779,"Cumberland County, NJ"
1780,"Essex County, NJ"
1781,"Gloucester County, NJ"
1782,"Hudson County, NJ"
1783,"Hunterdon County, NJ"
1784,"Mercer County, NJ"
1785,"Middlesex County, NJ"
1786,"Monmouth County, NJ"
1787,"Morris County, NJ"
1788,"Ocean County, NJ"
1789,"Passaic County, NJ"
1790,"Salem County, NJ"
1791,"Somerset County, NJ"
1792,"Sussex County, NJ"
1793,"Union County, NJ"
1794,"Warren County, NJ"
1795,"Bernalillo County, NM"
1796,"Catron County, NM"
1797,"Chaves County, NM"
1798,"Cibola County, NM"
1799,"Colfax County, NM"
1800,"Curry County, NM"
1801,"De Baca County, NM"
1802,"Dona Ana County, NM"
1803,"Eddy County, NM"
1804,"Grant County, NM"
1805,"Guadalupe County, NM"
1806,"Harding County, NM"
1807,"Hidalgo County, NM"
1808,"Lea County, NM"
1809,"Lincoln County, NM"
1810,"Los Alamos County, NM"
1811,"Luna County, NM"
1812,"McKinley County, NM"
1813,"Mora County, NM"
1814,"Otero County, NM"
1815,"Quay County, NM"
1816,"Rio Arriba County, NM"
1817,"Roosevelt County, NM"
1818,"Sandoval County, NM"
1819,"San Juan County, NM"
1820,"San Miguel County, NM"
1821,"Santa Fe County, NM"
1822,"Sierra County, NM"
1823,"Socorro County, NM"
1824,"Taos County, NM"
1825,"Torrance County, NM"
1826,"Union County, NM"
1827,"Valencia County, NM"
1828,"Albany County, NY"
1829,"Allegany County, NY"
1830,"Bronx County, NY"
1831,"Broome County, NY"
1832,"Cattaraugus County, NY"
1833,"Cayuga County, NY"
1834,"Chautauqua County, NY"
1835,"Chemung County, NY"
1836,"Chenango County, NY"
1837,"Clinton County, NY"
1838,"Columbia County, NY"
1839,"Cortland County, NY"
1840,"Delaware County, NY"
1841,"Dutchess County, NY"
1842,"Erie County, NY"
1843,"Essex County, NY"
1844,"Franklin County, NY"
1845,"Fulton County, NY"
1846,"Genesee County, NY"
1847,"Greene County, NY"
1848,"Hamilton County, NY"
1849,"Herkimer County, NY"
1850,"Jefferson County, NY"
1851,"Kings County, NY"
1852,"Lewis County, NY"
1853,"Livingston County, NY"
1854,"Madison County, NY"
1855,"Monroe County, NY"
1856,"Montgomery County, NY"
1857,"Nassau County, NY"
1858,"New York County, NY"
1859,"Niagara County, NY"
1860,"Oneida County, NY"
1861,"Onondaga County, NY"
1862,"Ontario County, NY"
1863,"Orange County, NY"
1864,"Orleans County, NY"
1865,"Oswego County, NY"
1866,"Otsego County, NY"
1867,"Putnam County, NY"
1868,"Queens County, NY"
1869,"Rensselaer County, NY"
1870,"Richmond County, NY"
1871,"Rockland County, NY"
1872,"St. Lawrence County, NY"
1873,"Saratoga County, NY"
1874,"Schenectady County, NY"
1875,"Schoharie County, NY"
1876,"Schuyler County, NY"
1877,"Seneca County, NY"
1878,"Steuben County, NY"
1879,"Suffolk County, NY"
1880,"Sullivan County, NY"
1881,"Tioga County, NY"
1882,"Tompkins County, NY"
1883,"Ulster County, NY"
1884,"Warren County, NY"
1885,"Washington County, NY"
1886,"Wayne County, NY"
1887,"Westchester County, NY"
1888,"Wyoming County, NY"
1889,"Yates County, NY"
1890,"Alamance County, NC"
1891,"Alexander County, NC"
1892,"Alleghany County, NC"
1893,"Anson County, NC"
1894,"Ashe County, NC"
1895,"Avery County, NC"
1896,"Beaufort County, NC"
1897,"Bertie County, NC"
1898,"Bladen County, NC"
1899,"Brunswick County, NC"
1900,"Buncombe County, NC"
1901,"Burke County, NC"
1902,"Cabarrus County, NC"
1903,"Caldwell County, NC"
1904,"Camden County, NC"
1905,"Carteret County, NC"
1906,"Caswell County, NC"
1907,"Catawba County, NC"
1908,"Chatham County, NC"
1909,"Cherokee County, NC"
1910,"Chowan County, NC"
1911,"Clay County, NC"
1912,"Cleveland County, NC"
1913,"Columbus County, NC"
1914,"Craven County, NC"
1915,"Cumberland County, NC"
1916,"Currituck County, NC"
1917,"Dare County, NC"
1918,"Davidson County, NC"
1919,"Davie County, NC"
1920,"Duplin County, NC"
1921,"Durham County, NC"
1922,"Edgecombe County, NC"
1923,"Forsyth County, NC"
1924,"Franklin County, NC"
1925,"Gaston County, NC"
1926,"Gates County, NC"
1927,"Graham County, NC"
1928,"Granville County, NC"
1929,"Greene County, NC"
1930,"Guilford County, NC"
1931,"Halifax County, NC"
1932,"Harnett County, NC"
1933,"Haywood County, NC"
1934,"Henderson County, NC"
1935,"Hertford County, NC"
1936,"Hoke County, NC"
1937,"Hyde County, NC"
1938,"Iredell County, NC"
1939,"Jackson County, NC"
1940,"Johnston County, NC"
1941,"Jones County, NC"
1942,"Lee County, NC"
1943,"Lenoir County, NC"
1944,"Lincoln County, NC"
1945,"McDowell County, NC"
1946,"Macon County, NC"
1947,"Madison County, NC"
1948,"Martin County, NC"
1949,"Mecklenburg County, NC"
1950,"Mitchell County, NC"
1951,"Montgomery County, NC"
1952,"Moore County, NC"
1953,"Nash County, NC"
1954,"New Hanover County, NC"
1955,"Northampton County, NC"
1956,"Onslow County, NC"
1957,"Orange County, NC"
1958,"Pamlico County, NC"
1959,"Pasquotank County, NC"
1960,"Pender County, NC"
1961,"Perquimans County, NC"
1962,"Person County, NC"
1963,"Pitt County, NC"
1964,"Polk County, NC"
1965,"Randolph County, NC"
1966,"Richmond County, NC"
1967,"Robeson County, NC"
1968,"Rockingham County, NC"
1969,"Rowan County, NC"
1970,"Rutherford County, NC"
1971,"Sampson County, NC"
1972,"Scotland County, NC"
1973,"Stanly County, NC"
1974,"Stokes County, NC"
1975,"Surry County, NC"
1976,"Swain County, NC"
1977,"Transylvania County, NC"
1978,"Tyrrell County, NC"
1979,"Union County, NC"
1980,"Vance County, NC"
1981,"Wake County, NC"
1982,"Warren County, NC"
1983,"Washington County, NC"
1984,"Watauga County, NC"
1985,"Wayne County, NC"
1986,"Wilkes County, NC"
1987,"Wilson County, NC"
1988,"Yadkin County, NC"
1989,"Yancey County, NC"
1990,"Adams County, ND"
1991,"Barnes County, ND"
1992,"Benson County, ND"
1993,"Billings County, ND"
1994,"Bottineau County, ND"
1995,"Bowman County, ND"
1996,"Burke County, ND"
1997,"Burleigh County, ND"
1998,"Cass County, ND"
1999,"Cavalier County, ND"
2000,"Dickey County, ND"
2001,"Divide County, ND"
2002,"Dunn County, ND"
2003,"Eddy County, ND"
2004,"Emmons County, ND"
2005,"Foster County, ND"
2006,"Golden Valley County, ND"
2007,"Grand Forks County, ND"
2008,"Grant County, ND"
2009,"Griggs County, ND"
2010,"Hettinger County, ND"
2011,"Kidder County, ND"
2012,"LaMoure County, ND"
2013,"Logan County, ND"
2014,"McHenry County, ND"
2015,"McIntosh County, ND"
2016,"McKenzie County, ND"
2017,"McLean County, ND"
2018,"Mercer County, ND"
2019,"Morton County, ND"
2020,"Mountrail County, ND"
2021,"Nelson County, ND"
2022,"Oliver County, ND"
2023,"Pembina County, ND"
2024,"Pierce County, ND"
2025,"Ramsey County, ND"
2026,"Ransom County, ND"
2027,"Renville County, ND"
2028,"Richland County, ND"
2029,"Rolette County, ND"
